[     477ms] [LOG] WP Page Cache Control: Using provider: PantheonProvider @ https://www.nationalreview.com/wp-content/plugins/wp-page-cache-control/build/global/index.js?ver=9865e1fee0914bd3912b:0
[ 4355160ms] [ERROR] Access to fetch at 'https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4355161ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383:0
[ 4366754ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4366754ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4372573ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4372573ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4376789ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4376789ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4384091ms] [ERROR] Access to fetch at 'https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4384092ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383:0
[ 4388288ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4388288ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4396871ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4396872ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4403278ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4403278ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4406965ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4406965ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4413096ms] [ERROR] Access to fetch at 'https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4413097ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383:0
[ 4417321ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4417321ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4423235ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4423235ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4426993ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4426993ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4433827ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4433827ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4437048ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4437048ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4442066ms] [ERROR] Access to fetch at 'https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4442067ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383:0
[ 4447032ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4447033ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4452719ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4452719ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4457073ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4457073ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4467111ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4467111ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4471146ms] [ERROR] Access to fetch at 'https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4471147ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383:0
[ 4477040ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4477040ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4481227ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4481227ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4489578ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4489578ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4495117ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4495118ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4500207ms] [ERROR] Access to fetch at 'https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4500207ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383:0
[ 4505694ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4505694ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4513352ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4513353ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4519921ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4519921ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4523363ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4523363ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4529100ms] [ERROR] Access to fetch at 'https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4529101ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383:0
[ 4533754ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4533754ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4539224ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4539224ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4543424ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4543424ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4553358ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4553358ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4558080ms] [ERROR] Access to fetch at 'https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4558080ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383:0
[ 4564575ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&amp;ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[ 4564575ms] [WARNING] The resource https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2026/02/mamdani-cortez.jpg?fit=789%2C460&ssl=1 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
